User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Polarity,Subjectivity
Rammohan,7/21/2019 10:39," gandhi would've approved chandrayaan2. his talisman would've accommodated 'new-age world' wired with www and blurred boundaries in internet era. as a far-sighted person, he wld've realised that 'new india' can only piggyback on 'new-age technology' for self-reliance and esteem.","London, England",0,0.06818181818181818,0.7272727272727273
Akash Dahiaya,7/21/2019 10:37,excited about launch of chandrayaan2 tomorrow afternoon at 2:43 pm. all the best team ,"Ahmadabad City, India",0,0.6875,0.525
Sumita Chakrabarty,7/21/2019 10:36, can somebody please send him on the chandrayaan2 to the moon.,"Bangalore, India",0,0.0,0.0
SheThePeople,7/21/2019 10:34,. how did the idea of writing a book on women scientists who spearheaded isro's historic mission to mars strike you? twitterchat chandrayaan2 womeninstem ,India,10,0.0,0.0
DataBaaz,7/21/2019 10:32,"wondering what's india's mission to the dark side of the moon all about? what's special about chandrayaan2 - india’s first attempt at a surface landing on the moon- a feat achieved by only russia, the us &amp; china? get the lowdown in the 1st of our 2 videos. isro gslvmkiii ","Mumbai, India",5,0.1142857142857143,0.5761904761904761
मानसिंग अंजना भोर,7/21/2019 10:31,chandrayaan2🚀 is ready to take a billion dreams to the 🌑moon. isro ,"Stockholm, Sweden",0,0.2,0.5
Bihar News,7/21/2019 10:31,"newspaper from exactly 50 years ago - july 21st 1969 nice coincidence that chandrayaan2 mission tomorrow will almost be at the 50th anniversary of the first moon landing, when neil armstrong set foot on the moon 🌙 ",Bihar patna,0,0.275,0.3958333333333333
SheThePeople,7/21/2019 10:30,we welcome for our twitterchat on the women driving our space programme. chandrayaan2 womeninstem ,India,3,0.8,0.9
techraj6,7/21/2019 10:30,difference between chandrayaan 1 and chandrayaan 2 isro chandrayaan chandrayaan2 space moon universe indianspace,India,0,0.0,0.0
ABP News,7/21/2019 10:27,the countdown for isro's chandrayaan2 mission to start at 6.43 pm today ,India,29,0.0,0.0
Afternoon Voice,7/21/2019 10:26," . chief,k sivan:all preparatory work for chandrayaan2 launch completed. technical snags that developed in the 1st attempt have been rectified. today evening, countdown for the launch will begin. isro gslvmkiii teamisro missionmangal ",India,0,0.05,0.2
OTV,7/21/2019 10:24,countdown for chandrayaan2 mission to start at 6.43 pm : isro chairman sivan ,"Bhubaneshwar, India",0,0.0,0.0
Bramha Kamal,7/21/2019 10:23,"how do you know, the first round of prayer did not save the first launch? his prayers did not help detect flaws before too late? clever minds are open to all possibilities. closed and narrow minds think they know it all. which one are you, mr chandrayaan2 ",UK,0,-0.01666666666666667,0.4375
ETV Bharat,7/21/2019 10:22,"the countdown for the ambitious project of chandrayaan2, will begin on sunday evening. the satellite is supposed to explore the uncharted lunarsouthpole. ",Hyderabad,0,0.25,0.75
Rishu Raj Singh,7/21/2019 10:20,finally. ❤️ chandrayaan2 ,Chandigarh,0,0.0,1.0
The Statesman,7/21/2019 10:20,the countdown for the launch will begin on sunday evening and chandrayaan2 will perform 15 crucial manoeuvres in days to come. chandrayaan isro ,"New Delhi, Delhi",0,0.0,1.0
Ommcom News,7/21/2019 10:15,chandrayaan2 rover-lander tested on moon surface' created with salem soil ommcomnews,"Bhubaneshwar, India",0,0.0,0.0
SheThePeople,7/21/2019 10:12,join us for a twitterchat today at 4 pm with on the women driving our space programme chandrayaan2 womeninstem ,India,0,0.0,0.0
Ashwini Naigaonkar,7/21/2019 10:08,chandrayaan2 waiting with baited breath !! ,nan,0,0.0,0.0
PIB India,7/21/2019 9:52,the orbiter payloads will conduct remote-sensing observations from a 100 km orbit while the lander and rover payloads will perform in-situ measurements near the landing site. gslvmkiii isro isromissions chandrayaan2 ,New Delhi,44,0.1,0.4
Deeksha Dubey👍🏻👍🏻👍🏻😊😊 Narendra modi fan ..,7/21/2019 9:51, really waiting for the historical moment of india. mission chandrayan chandrayaan2 india,nan,0,0.1,0.1
Sapan Chettri (Fan of Shilpa Shinde)💥,7/21/2019 9:50,this is proud moment for all of us countdown begin.... chandrayaan2 chandrayan2 ,India,0,0.8,1.0
PIB India,7/21/2019 9:49,the moon is the closest cosmic body at which space discovery can be attempted and documented. it is also a promising testbed to demonstrate the technologies required for deep-space missions. take a look at the mission payloads of chandrayaan2🚀 gslvmkiii isro isromissions ,New Delhi,156,0.2,0.5
Faizal Peraje 🇮🇳,7/21/2019 9:47,modi has perhaps asked isro to wait for the cloud cover for the launch. can't wait to see the drama following a successful launch. chandrayaan2 gslvmkiii isromissions ,"Madikeri, Kodagu, Karnataka",4,0.375,0.525
PenNews,7/21/2019 9:39,"chandrayaan-2 team: project, mission directors are women chandrayaan2 chandrayan2 isro isromissions annadurai aerospace moonlanding moon moonessentials ",nan,0,0.0,0.0
ChiefSrinc,7/21/2019 9:36, keep going! gslvmkiii-m1 / chandrayaan2 isro ,nan,0,0.0,0.0
Shanthi dev,7/21/2019 9:27,"at shar, sriharikota with team fr covering one of india's proudest moment chandrayaan2 ",India,3,0.0,0.0
Sanjay Bodriya,7/21/2019 9:25,chandrayaan2 launch vehicle’s rehearsal completed: by httweets via unfollowers ,nan,0,0.0,0.0
SATYA 😀,7/21/2019 9:24, and modi ji also going to join this chandrayaan2 directly in lunar orbit indiamoonmission,"Nagpur Maharastra , India",0,0.1,0.4
IANS Tweets,7/21/2019 9:24,countdown for monday's chandrayaan2 mission launch to start at 6.43 pm on july 21: isro chairman sivan photo: ians ,New Delhi,0,0.0,0.0
Bittu Raj Patel,7/21/2019 9:20, all the best team_isro chandrayaan2 this time a new history will be written. chandrayaan2 have a successful launch🚀. jai hind,nan,0,0.6287878787878788,0.5681818181818182
newstodaydaily,7/21/2019 9:13,"chandrayaan2 to be launched tomorrow, all rehearsals completed ",nan,0,0.0,0.0
Amit Paranjape,7/21/2019 9:13,"after the launch date for the chandrayaan2 mission was postponed by a week due to a technical fault in a fuel connecting joint in the gslv-mkiii rocket, it was also announced that there won't be any change in the planned landing date of the mission..."" ","Pune, India",0,-0.0625,0.2375
Amit Paranjape,7/21/2019 9:11,"24 hours to chandrayaan2 launch. all the best (liftoff scheduled at 2:43 pm ist, on july 22 from sriharikota). ","Pune, India",1,1.0,0.3
Hindustan Times,7/21/2019 9:10,"‘technical snags rectified’, says chief ahead of chandrayaan2 launch ",India,8,0.0,0.1
Adesh420,7/21/2019 9:07,danks newest packaging on deck✌️ hmu 📲(720) 791-4718 dankvapesla dankvapes holographic dankbusta dankvapesla sdcc tyrone loki sdcc2019 startrekpicard notodoctorshaming bitcoin chandrayaan2 ohio pacquiaothurman gucci mtvhottest cookiestrong kingsroyal175k ,"Los Angeles, CA",1,0.0,0.0
Majorly General Nishant Varma,7/21/2019 9:06,chandrayaan2 scheduled for monday to hide bjp faceloss in karnatakafloortest issue. modi and amitshah have lost the game ,India,3,-0.4,0.4
News24 India,7/21/2019 9:05,chandrayaan2 rover-lander tested on 'moon surface' created with salem soil ,Noida,0,0.0,0.0
अनिल बेलवाल,7/21/2019 9:03,breaking | countdown for monday's chandrayaan2 mission launch to start at 6.43 p.m. on sunday: isro chairman sivan,"New Delhi, India",0,0.0,0.0
Vireshwar patel,7/21/2019 9:03,"chandrayaan 2 is ready to take a billion dreams to the moon — now stronger than ever before! join isro for the launch on monday — 22 july, 2019 — at 2:43 pm ist. chandrayaan2 isromissions ",India,0,0.25,0.5
ABP News,7/21/2019 9:02,breaking | countdown for monday's chandrayaan2 mission launch to start at 6.43 p.m. on sunday: isro chairman sivan,India,28,0.0,0.0
ETV Bharat,7/21/2019 9:00,countdown for chandrayaan-2 to begin on sunday evening chandrayaan2 isro sriharikota gslvmkiii ,Hyderabad,0,0.0,0.0
Resham Tangri,7/21/2019 8:57,fingers crossed ..wishing the best for isroand my bhart.. may god’s mercy bestow upon each mission of isro chandrayaan2,nan,0,1.0,0.3
Praveen Sadasivuni,7/21/2019 8:56,dear u r always been my inspiration. i always wants to pursue a career in satellite technology but some how never made it. bt u never failed to inspire me. all the very very very best for tomorrow's launch. show the world what we r capable of. chandrayaan2 isro,Hyderabad,0,0.4125,0.2975
Financial Express,7/21/2019 8:55,chandrayaan2 | isro gave an update before that launch of its moon mission. read here ... ,"New Delhi, India",1,0.0,0.0
ConnectGujarat,7/21/2019 8:45,"isro chief, k sivan: all preparatory work for chandrayaan2 launch completed. technical snags that developed in the first attempt have been rectified. today evening, the countdown for the launch will begin. chandrayaan2 will perform 15 crucial maneuvers in days to come. cgnews","गुजरात, भारत",1,0.0875,0.43333333333333335
Elango Kadhirvel,7/21/2019 8:43, lets ignore mr jaggs - timepass we just need this to be huge success chandrayaan2 isro gslvmkiii ,ಗಂಧದ ಗುಡಿ,0,0.35000000000000003,0.45
TV Venkateswaran,7/21/2019 8:43,"chandrayaan2, the take 2 ","vigyan prasar New Delhi, India",1,0.0,0.0
Kanchandeep,7/21/2019 8:42,nasa rocketlaunch pray chandrayaan2 isro we all do our part and it feels great. end of the day we are humans. ,"Bengaluru, India",0,0.8,0.75
Bigyana Katha,7/21/2019 8:40,all the best isro for launching of chandrayaan2 tomorrow👍 share the message... bigyanakatha chandrayaanonbigyanakatha ,"Odisha, India",0,1.0,0.3
editorji,7/21/2019 8:36,an abrupt drop in pressure in one of the helium tanks of gslv mk-iii rocket was behind isro’s call to abort the chandrayaan2 mission ,"Sultanpur, New Delhi",0,-0.2625,0.85
Panwer Dishu,7/21/2019 8:32,"best of luck for tomorrow, we all are waiting for this moment... gslvmkiii-m1 / chandrayaan2 isro","Shimla,india",0,1.0,0.3
Bhautik Kapadiya,7/21/2019 8:31,can chandrayaan 2 become a game changer? . . isro chandrayaan2 india nasa physics science cosmos astrophysics ,India,7,-0.4,0.4
Prince Malik,7/21/2019 8:31,chandrayaan 2: here’s what former president apj abdul kalam advised isro scientists on lunar mission - the financial express isro chandrayaan2 ,The World,0,0.0,0.0
moneycontrol,7/21/2019 8:30,"explainervideo | imagine going to a place no one has been before is hoping to do that by attempting to land chandrayaan2 near the moon’s south pole, a region that has never been explored before explains why this feat will put india in an elite space club ",Mumbai,0,0.1,0.4
SheThePeople,7/21/2019 8:20,join us for a twitterchat today at 4 pm with on the women driving our space programme chandrayaan2 womeninstem ,India,9,0.0,0.0
Saket Kakkar 🇮🇳,7/21/2019 8:14,"india started the countdown for the indigenous made chandrayaan2 which includes a soft landing on the moon. pakistan,(to show its counter-strength) fired a chinese made missile. can somebody please tell them the difference between indigenous technology versus purchased toys",nan,0,0.05,0.175
Jagran English,7/21/2019 8:13,isro said that the performance of chandrayaan2 was normal after the launch rehearsals for the rescheduled launch on july 22 ,"New Delhi, India",0,0.15,0.6499999999999999
RAJA RJPS,7/21/2019 8:10,"launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission completed, performance normal isro ",nan,0,0.15,0.6499999999999999
Akshay Kumar Thunder,7/21/2019 8:10,25daystomissionmangal we want this film to be tax-free in whole india.... excited for chandrayaan2 too ; missionmangal ,nan,2,0.2875,0.575
Jaikumar S,7/21/2019 8:03, all the best sir chandrayaan2,Dubai,0,1.0,0.3
Pavan Pujari 🇮🇳,7/21/2019 7:55,wish all the very best for the launch of chandrayaan2 gslvmkiii isro india 🇮🇳🇮🇳🙏🏼 ,"Hubli, India",0,1.0,0.39
Stacy Pereira,7/21/2019 7:55,"with all tests complete and glitches checked and re-checked, set for chandrayaan2 launch on monday at 2:43pm moonmission2 indiaonthemoon ",Mumbai,1,0.1,0.4
U Tejonmayam,7/21/2019 7:51,"20-hr countdown for chandrayaan2 launch to begin at 6.43pm today. gslvmkiii will liftoff with the spacecraft from satish dhawan space centre, sriharikota at 2.43pm on july 22. ","Chennai, India",1,0.0,0.0
Amarnath®,7/21/2019 7:50,3d printed chandrayaan2 by team. isro quanint _chandrayaan_2_isro chandrayaan2 3dprinting 3dprinter 3dprints gslv @ hyderabad ,"Hyderabad, India",0,0.0,0.0
Alok Nayak,7/21/2019 7:47,always better late than never. timely cognisance of snag in cryogenic engine before 56 min of launch on 15th july was a game-changing moment for all the best teamisro for launch of chandrayaan2. download the toi app now: ,"New Delhi, India",6,0.39999999999999997,0.46666666666666673
gopal krishan sharma,7/21/2019 7:43,if isro is so efficient so please give them water resources management responsibility. we have flood and drought situation at same time in our bharat. chandrayaan2 drought flood ,Jaipur ,1,0.0,0.125
TYSF Tamil Youth & students Federation,7/21/2019 7:42,okay i guess now we can understand that there may not have been a technical failure for the chandrayaan2 launch but an intellectual failure! sciencetwitter sciencefiction ,nan,0,0.01749999999999998,0.31999999999999995
Financial Express,7/21/2019 7:36,india is eagerly waiting for successful launch of chandrayaan2 by isro ,"New Delhi, India",0,0.75,0.95
IANS Tweets,7/21/2019 7:35,india's moonmission journey from the launch of chandrayaan1 to chandrayaan2 ,New Delhi,0,0.0,0.0
Sandeep magaji,7/21/2019 7:34,all you need to know about chandrayaan2 ,nan,0,0.0,0.0
Deccan Herald,7/21/2019 7:33,". chief k sivan assured the nation that chandrayaan2, the country’s second unmanned space programme, will be successful on monday. ",India,0,0.375,0.475
Akshay Kumar Thunder,7/21/2019 7:32,all akkians be ready and show your support. chandrayaan2 releasing tomorrow. trend today to show your excitement. promote missionmangal film with hashtags:- 25daystomissionmangal ,nan,0,0.2,0.5
The Cosmic Divers,7/21/2019 7:31,"🚀🌕 chandrayaan - 2 launch is now rescheduled on 22nd july, 2019 at 14:43 hrs from second launch pad of sdsc, sriharikota. chandrayaan2 isro isromissions moon moonmission space nasa missions spacemission science scienceworld astroworld astronomy aerospace ",nan,0,0.0,0.0
moneycontrol,7/21/2019 7:30,"chandrayaan2 | if the mission is successful, india will become the fourth nation to make a soft landing on the moon. watch to find out more ",Mumbai,5,0.3375,0.44999999999999996
DataBaaz,7/21/2019 7:28,lovely visualisation from isro on 2 expeditions. one in 1909 on earth to the south pole and another expedition to the lunar south pole. chandrayaan2 ,"Mumbai, India",2,0.5,0.75
Financial Express,7/21/2019 7:28,chandrayaan2: interesting facts about the moon you must know before isro's lunar mission launch ,"New Delhi, India",0,0.5,0.5
Jyoti Singh,7/21/2019 7:27,chandrayaan2 second take ,nan,0,0.0,0.0
Netra Parikh,7/21/2019 7:27,chandrayaan2 on july 22 at 2.43 pm,"Mumbai, Ahmedabad, India",0,0.0,0.0
Mayank Sati,7/21/2019 7:21, one more script to paji... all the best for chandrayaan2 .....,"Ramnagar, India",0,0.75,0.4
Akshay Kumar Thunder,7/21/2019 7:20, waiting for chandrayaan2 launching tomorrow 25 days to missionmangal excited after watching mind-blowing missionmangaltrailer ,nan,0,0.375,0.75
Aditi Bhati,7/21/2019 7:19," takes courage, realization and seeking to fly to the beyond! if chandrayan 2 can do it, we can at least try? lifes span being as unpredictable as sheila dikshit has shown today, rip. chandrayaan2 sheiladixitdies sundaythoughts sadhguruquotes kargilvijaydiwas",nan,0,0.17777777777777778,0.7666666666666666
Shivaay-),7/21/2019 7:18,"chandrayaan2 waiting for tomorrow's newspaper, excited? ",nan,0,0.375,0.75
Sushil Kr Choorathil,7/21/2019 7:18,chandrayaan2 waiting for the proudful moment... jai hind 🇮🇳🇮🇳 ,Bangalore,0,0.0,0.0
SouthEastern,7/21/2019 7:12,a wonderful coincidence; apollo50th &amp; tomorrow it's chandrayaan2. we are more optimistic for path breaking findings with isro's tomorrow mission.. the count down biggins... ,India,1,0.44814814814814813,0.5962962962962963
Abhilash R,7/21/2019 7:11,just watched hiddenfigures. gem of a story. inshallah this country has more success stories like that one. chandrayaan2 🇮🇳,"Bengaluru, India",0,0.4,0.25
Sridhar R,7/21/2019 7:11," shows an attitude as well of conquering...and today when climate hits us on the belly, i only wish you would be much more humble. expecting that in the chandrayaan2 reporting and in future.",Thiruvananthapuram Kerala,1,0.075,0.50625
Afeef Ibn Albra,7/21/2019 7:10,"new delhi: the indian space research organisation (isro) successfully completed the launch rehearsal of the chandrayaan-2 mission on saturday. the mission is slated to launch on july 22. ""launch rehearsal of gslvmkiii-m1 / chandrayaan2 mission complet… ",World,0,0.4431818181818182,0.7022727272727273
