Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags,Country Code,Country,lat,long,Polarity,Sentiment
yusdyugandhar,                                  ,8/17/2019 11:32,b the garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors h   ,"    Chennai,Tirupati    , India ",23,Twitter for Android , Indonesia,in,India,13.63551,79.41989,0.0,NEUTRAL
irinacatrina,IrinaCatrina ,8/17/2019 11:31, kengoro is just one of many developments in japanese robotics ,Milky Way ,40,Twitter Web App ,nan,nl,Netherlands,52.3647777,4.881073,0.0,NEUTRAL
iashleyrichards,Ashley Richardson ,8/17/2019 11:31, kengoro is just one of many developments in japanese robotics ,"England, United Kingdom ",0,IFTTT , RT,gb,United Kingdom,52.7954791,-0.5402403,0.0,NEUTRAL
akunsukajajan,. ,8/17/2019 11:30, kengoro is just one of many developments in japanese robotics ,between R38 & S38 ,40,Twitter Web App ,nan,us,USA,38.9462888,-77.4628213,0.0,NEUTRAL
RPA_Innovation,Bastian K  rber ,8/17/2019 11:30,"read about greg johnson who applied to healthcare with success    

","K  ln, Deutschland ",0,Hootsuite Inc. , MachineLearning AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,51.1172663,7.3969897,0.5719,POSITIVE
ThrmaswyneTwine,To  m  y     e   j      es       ,8/17/2019 11:30, kengoro is just one of many developments in japanese robotics ,"Kampala, Uganda ",40,Twitter for Android ,nan,ug,Uganda,0.3177137,32.5813539,0.0,NEUTRAL
markITwrite,markITwrite ,8/17/2019 11:30,bhas built a selfdriving pizza delivery robot for s    ,UK & Ireland ,0,Buffer , MarathonRobotics Domino,gb,United Kingdom,53.3989226,-2.3525569,0.0,NEUTRAL
Kuttanmesthri,Escobar ,8/17/2019 11:29, kengoro is just one of many developments in japanese robotics ,Kannur Bengaluru ,40,Twitter for Android ,nan,in,India,13.1043905,77.6053207,0.0,NEUTRAL
mollardy,Yoan Mollard ,8/17/2019 11:29," did you make that video
yes
what did it cost
 years
was it worth it
yup

    ","Bordeaux, France ",8,Twitter for Android , Robotics,fr,France,44.841225,-0.5800364,0.5574,POSITIVE
EirlabCommunity,Eirlab Community ,8/17/2019 11:29," did you make that video
yes
what did it cost
 years
was it worth it
yup

    ","Talence, France ",8,Twitter for Android , Robotics,fr,France,44.8088438,-0.5879629,0.5574,POSITIVE
RobotMakersDay,Robot Makers Day ,8/17/2019 11:29," did you make that video
yes
what did it cost
 years
was it worth it
yup

    ","Bordeaux, France ",8,Twitter for Android , Robotics,fr,France,44.841225,-0.5800364,0.5574,POSITIVE
FFRobotique,F  d  ration fran  aise de robotique              ,8/17/2019 11:28," did you make that video
yes
what did it cost
 years
was it worth it
yup

    ",France ,8,Twitter for Android , Robotics,fr,France,46.603354,1.8883335,0.5574,POSITIVE
steamledge,Steamledge Limited ,8/17/2019 11:28,it   s getting busier welcome dr sabir from   ,"Kano, Nigeria ",1,Twitter for iPhone , robotics kano techeducation steamledgeopen steamledgeopenday,ng,Nigeria,11.9918671,8.5303654,0.4588,POSITIVE
abeonstorm,Alex Joseph ,8/17/2019 11:28, collaborative  driving in the gtgtgt urobotsapac via mikequindazzi gtgtgt    ,"Sydney, New South Wales ",3,Twitter for Android , robots humans productivity futureofwork robotics,au,Australia,-33.8548157,151.2164539,0.0,NEUTRAL
automeme,Automeme ,8/17/2019 11:28, kengoro is just one of many developments in japanese robotics ,"New York, USA ",40,Twitter Web App ,nan,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
kaplanikids,Jenna ConstantinePhD ,8/17/2019 11:27," robots can now be found on sport pitches to help draw the lines

   ",NYC                ,6,Twitter for iPhone , Robot Robots Robotic Robotics Tech Technology,us,USA,40.7127281,-74.0060152,0.4019,POSITIVE
sciolism007,#free speech #free Britain #sciolist ,8/17/2019 11:27," automation amp robotics firm expands to meet rising demand from car manufacturing sector  
","yorkshire, uk...... ",10,Twitter for Android , UKmfg,gb,United Kingdom,55.8606731,-4.2567906,-0.0258,NEGATIVE
roydendsouza,"b""Royden D Souza""",8/17/2019 11:26, china moving ahead talking about temples and mosques will waste our time exnavy chief arun prakash  india news htt    ,"Istanbul, Turkey ",177,Twitter for Android ,nan,tr,Turkey,41.0096334,28.9651646,-0.4215,NEGATIVE
BungaroG,Luigi Bungaro ,8/17/2019 11:26, nao robot climbing a ladder project by      ,"Berlino, Germania ",23,@BungaroG , tech robotics engineering climbing design future,de,Germany,52.5170365,13.3888599,0.0,NEUTRAL
SergePaiu,serge paiu ,8/17/2019 11:26, kengoro is just one of many developments in japanese robotics ,Moldova ,40,Twitter Web App ,nan,md,Moldova,47.286747,28.5110236,0.0,NEUTRAL
MujeresSTEAM,@MujeresSTEM ,8/17/2019 11:25," 
humanoid robots are getting closer to cecome a reality 

ty mt  
cc     ",United States ,67,Twitter for iPhone , innovation biotech robotics SDGs,us,USA,39.7837304,-100.4458825,0.3818,POSITIVE
enyamwaro,Erixn ,8/17/2019 11:25," what building confidence using 
  
",Nairobi Kenya ,4,Twitter for Android , STEM CODING ROBOTICS Mathare,ke,Kenya,-1.2832533,36.8172449,0.5106,POSITIVE
TopTwts,Top News ,8/17/2019 11:24,kengoro is just one of many developments in japanese robotics ,Worldwide ,0,IFTTT ,nan,gb,United Kingdom,53.4573397,-2.2269588,0.0,NEUTRAL
techinsider,Tech Insider ,8/17/2019 11:22,kengoro is just one of many developments in japanese robotics ,"New York, USA ",40,Twitter Media Studio ,nan,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
automeme,Automeme ,8/17/2019 11:20,   autonomous in are busy sorting parcels gtgtgt  gtgtgt    ,"New York, USA ",4,Twitter Web App , RT Robots China ai,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
Positivenga1,Haulay ,8/17/2019 11:20," this man is controlling his with his mind


      ","Dar es Salaam, Tanzania ",199,Twitter for iPhone , Prosthetics AI Robotics HealthTech,tz,Tanzania,-6.8160837,39.2803583,0.0,NEUTRAL
AtherRashaad,RA7. ,8/17/2019 11:19, china moving ahead talking about temples and mosques will waste our time exnavy chief arun prakash  india news htt    ,New Delhi  ,177,Twitter for Android ,nan,in,India,28.6141793,77.2022662,-0.4215,NEGATIVE
YIXUANTU1,YI XUAN TU ,8/17/2019 11:18, your company needs  get high referral  ,"Paris, France ",1,YI XUAN , automation robotics RPA digital,fr,France,48.8566969,2.3514616,0.0,NEUTRAL
automeme,Automeme ,8/17/2019 11:17," these do your weekly shop in  minutes by  

   ","New York, USA ",25,Twitter Web App , Robots Robotics AI 4IR Futureofwork IoT 5G,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
automeme,Automeme ,8/17/2019 11:17," a delivery robot
            ","New York, USA ",25,Twitter Web App ,nan,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
RemiFabreRobot,Remi Fabre ,8/17/2019 11:16,"did you make that video
yes
what did it cost
 years
was it worth it
yup

             ","Bordeaux, France ",8,Twitter Web App , Robotics,fr,France,44.841225,-0.5800364,0.5574,POSITIVE
psNoBugs,Helena Barmer ,8/17/2019 11:16,b are you ready to explore a career in  learn the qualifications and skills you ll need to land your dream role and t   ,"Malm  , Sverige ",3,Twitter for Android , robotics,se,Sweden,58.8755,16.8137073,0.5423,POSITIVE
lifeaswater,Ramesh ,8/17/2019 11:15,"  technologies remaking the world 
 pervasive computing
 wireless mesh networks 
  d printing
    ",singapore ,22,Twitter for iPhone , Biotechnology,sg,Singapore,1.2904753,103.8520359,0.0,NEUTRAL
biami_io,BIAMI.IO - Intelligent Automation ,8/17/2019 11:15,your company needs  get high referral  ,"London, England ",1,biami.io , automation robotics RPA digital,gb,United Kingdom,51.5073219,-0.1276474,0.0,NEUTRAL
ImAshutoshPS,Ashutosh P Singh ,8/17/2019 11:14,"robots can now be found on sport pitches to help draw the lines

 via startgrowthhack ","Noida, India ",0,IFTTT , Robot Robots Robotic Robotics Tech Technology,in,India,28.5726442,77.3547609,0.4019,POSITIVE
DJIEnterprise,DJI Enterprise ,8/17/2019 11:14,b the garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors h   ,United States ,23,Twitter Web App , Indonesia,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
supervisorin,#Schule ,8/17/2019 11:14," ai animated classics

   ","Bayern, Deutschland ",14,Twitter for Android , AI IoT digital Robotics Robot DigitalTransformation future technology TechTrends,de,Germany,48.9467562,11.4038717,0.0,NEUTRAL
APlusDrone,APlusDrone ,8/17/2019 11:12,b the garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors h   ,"North Carolina, USA ",23,Twitter for Android , Indonesia,us,USA,35.6729639,-79.0392919,0.0,NEUTRAL
RobotMakersDay,Robot Makers Day ,8/17/2019 11:12,b team pluto s legged robots making their way to the test space at the  tunnel circuit     ,"Bordeaux, France ",12,Twitter for Android , SubTChallenge,fr,France,44.841225,-0.5800364,0.0,NEUTRAL
ankitc265,Ankit Chauhan ,8/17/2019 11:12,"robots can now be found on sport pitches to help draw the lines

 via startgrowthhack ",Lucknow ,0,IFTTT , Robot Robots Robotic Robotics Tech Technology,in,India,26.8381,80.9346001,0.4019,POSITIVE
StartGrowthHack,Growth Hackers      ,8/17/2019 11:12,"robots can now be found on sport pitches to help draw the lines

",Around the world     ,6,Buffer , Robot Robots Robotic Robotics Tech Technology,ca,Canada,50.1312446,-123.1193013,0.4019,POSITIVE
UHRobotHouse,Robot House ,8/17/2019 11:11, finally returning to after nine years very happy to go and see how it has developed since then looking forward    ,"Hatfield, England ",1,Twitter for Android , ICSR2019,gb,United Kingdom,51.7634675,-0.2258741,0.6115,POSITIVE
MMNewzz,MMNewzz ,8/17/2019 11:10,the future of robots a psychological approach to humanautomation interaction  ,United States ,0,Twibble.io , science nanotechnology technology,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
SoumikRoy,Soumik Roy ,8/17/2019 11:10,via mikequindazzi learns chess invents moves defeats  what next gtgtgt wef via mikequindazzi gtgtgt ,Solitude Park ,0,IFTTT , AI human Google AlphaZero MachineLearning Robotics MachineVision 4IR futureofwork DataScience,ch,Switzerland,47.5588833,7.6105501,-0.3182,NEGATIVE
mrpholthau,Patrick Holthaus ,8/17/2019 11:10,"finally returning to after nine years very happy to go and see how it has developed since then looking forward to meeting some of you fellow social people
will be presenting our prestudy on and social in the 

",United Kingdom ,1,Twitter Web App , ICSR2019 robotics safety credibility UHRobotics,gb,United Kingdom,55.367,-3.9614184,0.6115,POSITIVE
humanoid_info,humanoid ,8/17/2019 11:09, via mikequindazzi assembly builds an ikea chair in  minutes ampgtampgtampgt via mikequindazzi ampgtampgtampgt    ,"New York, USA ",5,Twitter Web App , Robot NowThis,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
humanoid_info,humanoid ,8/17/2019 11:09," these robotic tails aid the elderly with their balance

    ","New York, USA ",76,Twitter Web App , Robotics TechForGood AI ArtificialIntelligence,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
tinturholsteins,Tintur Holsteins           ,8/17/2019 11:08,      oh definitely proved flesh takes more abuse that robotics          ,"cappoquin, co. waterford ",0,Twitter for iPhone ,nan,ie,Ireland,52.1467269,-7.8504234,-0.4201,NEGATIVE
RohitKhirraiyya,@RohitKhirraiyya ,8/17/2019 11:08,b the garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors h   ,"Pusad, India ",23,Twitter for Android , Indonesia,in,India,19.9080759,77.5706555,0.0,NEUTRAL
charlie_cheng,Charlie Cheng ,8/17/2019 11:08,we are offering experiment project and design based robotics and ai courses everyone asks me whether it is steam hmmmm it is not a thomas and friends ,"Melbourne, Victoria ",0,Twitter Web App ,nan,au,Australia,-37.8142176,144.9631608,-0.3724,NEGATIVE
GorillaFLIX,James Curtis ,8/17/2019 11:07,b the garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors h   ,"Los Angeles, Global ",23,Twitter for iPhone , Indonesia,us,USA,34.0012228,-118.3101461,0.0,NEUTRAL
AllisonAIBot,Allison AI Bot ,8/17/2019 11:07, the amp conference amp expo showcase is on oct st in london find  parallel streams talks discussion panels ca    ,Virtual Reality ,1,Bot Libre! , AI Robotics,de,Germany,51.5377146,7.6729476,0.0,NEUTRAL
edwjrwo,EDW ,8/17/2019 11:07,b the garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors h   ,"Jakarta, Indonesia ",23,Twitter for Android , Indonesia,id,Indonesia,-6.1753942,106.827183,0.0,NEUTRAL
VampirSexKttns,Vampire Sex Kittens - Music ,8/17/2019 11:06,backtoschool sales for  best tech deals we could find  ,Global ,0,IFTTT , NewMusic Futurism Global RobotYoga ArtificialIntelligence AI RobotSlaves Robotics Robots NeuralNetworks RobotFood AR DigitalHumans,ca,Canada,43.7283874,-79.3491488,0.6369,POSITIVE
jaroso78_11,Javier Rodriguez ,8/17/2019 11:06," this man is controlling his with his mind


      ","Valencia, Espa  a ",199,Twitter for Android , Prosthetics AI Robotics HealthTech,es,Spain,38.5,-0.5,0.0,NEUTRAL
elfrianbanar,                                                  ,8/17/2019 11:06,b the garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors h   ,"-7.733849, 110.329945 ",23,Twitter for Android , Indonesia,id,Indonesia,-7.7338571,110.3299409,0.0,NEUTRAL
igent_io,igent.io ,8/17/2019 11:04,"bsee in today s edition

russia is sending a creepy humanoid robot to the iss

          ","Rio de Janeiro, Brazil ",0,Buffer , robot robotics,br,Brazil,-22.9110137,-43.2093727,0.0,NEUTRAL
claudiomkd,Claudio M. Camacho     ,8/17/2019 11:04,learns chess invents moves defeats  what next gtgtgt wef via mikequindazzi gtgtgt  ,"Helsinki, Finland ",4,IFTTT , AI human Google AlphaZero MachineLearning Robotics MachineVision 4IR futureofwork DataScience marketing digitalmarketing digitaltransformation leadership,fi,Finland,60.1674098,24.9425769,-0.3182,NEGATIVE
KeyNode,The KEY In The North ,8/17/2019 11:04,learns chess invents moves defeats  what next gtgtgt wef via mikequindazzi gtgtgt ,A New Wave ,0,IFTTT , AI human Google AlphaZero MachineLearning Robotics MachineVision 4IR futureofwork DataScience,us,USA,40.9901193,-75.2375317,-0.3182,NEGATIVE
RobotMakersDay,Robot Makers Day ,8/17/2019 11:04, hey prosthetic hand help me tie my shoelace  ,"Bordeaux, France ",7,Twitter for Android , robot robotics,fr,France,44.841225,-0.5800364,0.7096,POSITIVE
girardmaxime33,Max                  ,8/17/2019 11:04,learns chess invents moves defeats  what next gtgtgt wef via mikequindazzi gtgtgt ,"Bordeaux, France ",0,IFTTT , AI human Google AlphaZero MachineLearning Robotics MachineVision 4IR futureofwork DataScience,fr,France,44.841225,-0.5800364,-0.3182,NEGATIVE
alguire_sandy,Sandy Alguire ,8/17/2019 11:03,nursing and robotics artificial intelligence will change the role of nursing are you ready ,"Red River College, Winnipeg MB ",0,Twitter for iPhone ,nan,ca,Canada,49.8999377,-97.1412425,0.6808,POSITIVE
grantwmsbot,Grant Bot ,8/17/2019 11:02,robotics is more of a sport than tennis ,"Ann Arbor, MI ",0,Grant Williams Bot ,nan,us,USA,42.2681569,-83.7312291,0.0,NEUTRAL
SmartestNk,Nana Kay #AI ,8/17/2019 11:01,             ,"Accra, Greater Accra, Ghana ",4,Twitter for Android ,nan,gh,Ghana,5.5600141,-0.2057437,0.0,NEUTRAL
DJIGlobal,DJI ,8/17/2019 11:01,"bthe garuda wisnu kencana in is one of the world s tallest statues using dji drones and  lidar sensors halo robotics has created beautiful high resolution scans of the monument 
learn more  ",Worldwide ,23,Twitter Web App , Indonesia,gb,United Kingdom,53.4573397,-2.2269588,0.7096,POSITIVE
jaroso78_11,Javier Rodriguez ,8/17/2019 11:01," 
humanoid robots are getting closer to cecome a reality 

ty mt  
cc     ","Valencia, Espa  a ",67,Twitter for Android , innovation biotech robotics SDGs,es,Spain,38.5,-0.5,0.3818,POSITIVE
vibhutistpi,Vibhuti Raman Tiwari ,8/17/2019 11:00,  a multimodal robotic system with good grasping manipulation amp locomotion abilities for use in industrial amp field    ,"Gangtok, India ",87,Twitter for Android , GraspMan,in,India,27.329046,88.6122673,0.4019,POSITIVE
RoboticsandAI,AI & Robotics Events #intoAI ,8/17/2019 11:00,the amp conference amp expo showcase is on oct st in london find  parallel streams talks discussion panels case studies workshops amp an expo showcase of some of the best companies in the field of ai amp  early bird price ends today  ,"London, England ",0,Hootsuite Inc. , AI Robotics CX,gb,United Kingdom,51.5073219,-0.1276474,0.6369,POSITIVE
WorkInRobotics,Jobs in Robotics ,8/17/2019 11:00,rotational pharmacy technician  nhs jobs  aylesbury united kingdom             ,Uni ,0,SocialTweetHP , Robotics AI ArtificailIntelligence Robots AI jobs Hiring Careers Cryptocurrency Blockchain BTC,hr,Croatia,44.6365209,14.2486993,0.4215,POSITIVE
jamesvgingerich,jamesvgingerich ,8/17/2019 11:00,how and robots will help safeguard our offshore energy infrastructure in the future the  conversation   ,"Waterloo, Ontario Canada ",0,Buffer , AI Robotics,ca,Canada,43.466874,-80.524635,0.7506,POSITIVE
1962rafa,Rafael Alonso B. ,8/17/2019 10:59, the will bring more frequent  interactions gtgt  via  gt    ,Ciudad de  M  xico CDMX ,49,Twitter for Android , futureofwork human digital Robotics RPA,mx,Mexico,19.3350359,-98.9771128,0.2732,POSITIVE
piccolopenni,Penni  Aufderheide ,8/17/2019 10:58, music teacher robotics coach maker space ,Idaho ,1,Twitter for Android , clearthelistid,us,USA,43.6447642,-114.0154071,0.0,NEUTRAL
Blockchain_exp,Blockchain ,8/17/2019 10:57, how artificial intelligence is transforming the world via   cc       ,"New York, USA ",13,Twitter Web App ,nan,us,USA,40.7127281,-74.0060152,0.4767,POSITIVE
biami_io,BIAMI.IO - Intelligent Automation ,8/17/2019 10:57,june   webinar   business process automation framework  ,"London, England ",0,biami.io , Automation automation robotics RPA digital,gb,United Kingdom,51.5073219,-0.1276474,0.0,NEUTRAL
Blockchain_exp,Blockchain ,8/17/2019 10:56,"     swagbot  is an that can herd cattle while not out killing weedsgiddy up
gt via     ","New York, USA ",6,Twitter Web App , autonomos robot,us,USA,40.7127281,-74.0060152,0.6824,POSITIVE
Blockchain_exp,Blockchain ,8/17/2019 10:56," a new mindset for the nocollar workforce 
via  

   ","New York, USA ",71,Twitter Web App , INFOGRAPHICS ArtificialIntelligence AI,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
ThamerAlGhafees,Thamer AlGhafees ,8/17/2019 10:55, quantitive objectives reshoring simplification and training take a look at our latest guide to technology for    ,Makkah ,1,Twitter for iPhone , robot,sa,Saudi Arabia,21.420847,39.826869,0.0,NEUTRAL
Blockchain_exp,Blockchain ,8/17/2019 10:55," these robotic tails aid the elderly with their balance

    ","New York, USA ",76,Twitter Web App , Robotics TechForGood AI ArtificialIntelligence,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
PriyankaD29,Priyanka Dixit ,8/17/2019 10:55," projected to add  trillion to the global by 

by  via  amp 
   ",India ,123,Twitter for Android , AI economy ML,in,India,22.3511148,78.6677428,0.0,NEUTRAL
mamonek,monekit ,8/17/2019 10:55,bit s been  years but damn it feels good to still have the same excitement and fuel for robotics      here s to more years of development         ,"Cebu City, Philippines ",0,Twitter for Android ,nan,ph,Philippines,10.3095549,123.8931107,0.6808,POSITIVE
ABBRobotics_UK,ABB Robotics UK ,8/17/2019 10:55,quantitive objectives reshoring simplification and training take a look at our latest guide to technology for beginners ,Milton Keynes ,1,Hootsuite Inc. , robot,gb,United Kingdom,52.0429797,-0.7589607,0.0,NEUTRAL
Blockchain_exp,Blockchain ,8/17/2019 10:54," these do your weekly shop in  minutes by  

   ","New York, USA ",25,Twitter Web App , Robots Robotics AI 4IR Futureofwork IoT 5G,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
DhkShenava,Dhananjaya K Shenava ,8/17/2019 10:54,  a multimodal robotic system with good grasping manipulation amp locomotion abilities for use in industrial amp field    ,India  ,87,Twitter Web App , GraspMan,in,India,22.3511148,78.6677428,0.4019,POSITIVE
Mafiro1984,Mahiro(      ) ,8/17/2019 10:54, hey prosthetic hand help me tie my shoelace  ,Timeline       ,7,Twitter for Android , robot robotics,gb,United Kingdom,52.9190893,-1.4749312,0.7096,POSITIVE
Blockchain_exp,Blockchain ,8/17/2019 10:54," these robot doctors are saving lives uin remote canada
 


ty    ","New York, USA ",11,Twitter Web App , RT Robotics AI HealthTech IoT HealthCare SDGs,us,USA,40.7127281,-74.0060152,0.3818,POSITIVE
PRATEEKMIS,Prateek Mishra ,8/17/2019 10:54," this man is controlling his with his mind


      ","Noida, India ",199,Twitter for Android , Prosthetics AI Robotics HealthTech,in,India,28.5726442,77.3547609,0.0,NEUTRAL
PRATEEKMIS,Prateek Mishra ,8/17/2019 10:54, assembly builds an ikea chair in  minutes gtgtgt via  gtgtgt    ,"Noida, India ",74,Twitter for Android , Robot NowThis AI Robotics Automation IoT,in,India,28.5726442,77.3547609,0.0,NEUTRAL
Blockchain_exp,Blockchain ,8/17/2019 10:54, collaborative  driving in the gtgtgt  via  gtgtgt    ,"New York, USA ",10,Twitter Web App , robots humans productivity futureofwork,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
Blockchain_exp,Blockchain ,8/17/2019 10:53, via mikequindazzi assembly builds an ikea chair in  minutes ampgtampgtampgt via mikequindazzi ampgtampgtampgt    ,"New York, USA ",5,Twitter Web App , Robot NowThis,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
Blockchain_exp,Blockchain ,8/17/2019 10:53," a delivery robot
            ","New York, USA ",25,Twitter Web App ,nan,us,USA,40.7127281,-74.0060152,0.0,NEUTRAL
clintonojay,Leah Sharibu ,8/17/2019 10:52,b schlumberger hr stan you said you have a master s in engineering and advanced robotics can we see your certificates   ,In Christ ,78,Twitter Web App ,nan,de,Germany,48.0379508,7.7961355,0.25,POSITIVE
TechnoNBusiness,Technology and Businesses ,8/17/2019 10:52,  nations leading industrial adoption gtgtgt  via  gtgtgt    ,Social Media ,11,Twitter Web App , Robot AI IoT IIoT Megatrends,us,USA,28.2545197,-82.4675148,0.0,NEUTRAL
robertoduarte,Roberto Dias Duarte                              ,8/17/2019 10:52," these robotic tails aid the elderly with their balance

    ","Belo Horizonte, Brazil ",76,Twitter for iPhone , Robotics TechForGood AI ArtificialIntelligence,br,Brazil,-19.9227318,-43.9450948,0.0,NEUTRAL
ubermensch_moor,Charles Stonehenge ,8/17/2019 10:51,b schlumberger hr stan you said you have a master s in engineering and advanced robotics can we see your certificates   ,"Lagos, Nigeria ",78,Twitter for Android ,nan,ng,Nigeria,6.4550575,3.3941795,0.25,POSITIVE
gmk_86,Ghulam M Khan ,8/17/2019 10:51, china moving ahead talking about temples and mosques will waste our time exnavy chief arun prakash  india news htt    ,"Navi Mumbai, India ",177,Twitter for iPhone ,nan,in,India,19.0308262,73.0198537,-0.4215,NEGATIVE
AeTech_bf,Aerotech Burkina          ,8/17/2019 10:51, advanced precision landing for prosumer drones and enterprise applications with dji mavic phantom series and other sdken    ,Burkina Faso ,3,Twitter for iPhone ,nan,bf,Burkina Faso,12.0753083,-1.6880314,0.25,POSITIVE
ROBOTRONiX2010,ROBOTRONiX INDIA ,8/17/2019 10:47,"
the onboard way touch pad on the sensor can be directly used to detect touch or you can extend the touch pad with wires to make it perfectly fit in your application
    call us at   
     email us at  infocoin
",Indore ,2,Twitter Web App , robotronixindia robotics,in,India,22.7203851,75.8682103,0.8126,POSITIVE
Yorunaga_,Yorunaga ,8/17/2019 10:46,"jetson nano based robotics kit connects to sparkfun sensors
",Earth ,0,Microsoft PowerApps and Flow ,nan,us,USA,34.2331373,-102.4107493,0.0,NEUTRAL
ahanatioceans,"b""    Oceans  connect     """,8/17/2019 10:43,b schlumberger hr stan you said you have a master s in engineering and advanced robotics can we see your certificates   ,"Port Harcourt, Nigeria ",78,Twitter for Android ,nan,ng,Nigeria,4.7676576,7.0188527,0.25,POSITIVE
rafaelpguy,Rafael Guimar  es ,8/17/2019 10:43," ai animated classics

   ",Brasil ,14,Twitter for Android , AI IoT digital Robotics Robot DigitalTransformation future technology TechTrends,br,Brazil,-10.3333333,-53.2,0.0,NEUTRAL
ewingo13,Oliver Ewinger ,8/17/2019 10:42," ai animated classics

   ",Kirchheim unter Teck ,14,Twitter for iPhone , AI IoT digital Robotics Robot DigitalTransformation future technology TechTrends,de,Germany,48.6480545,9.4510227,0.0,NEUTRAL
RobotAndAIWorld,Robot&AIWorld ,8/17/2019 10:42,hey prosthetic hand help me tie my shoelace  ,"London, England ",7,Twitter Web App , robot robotics,gb,United Kingdom,51.5073219,-0.1276474,0.7096,POSITIVE
khantweeets,Ahmad Saeed Khan ,8/17/2019 10:42," official announcement of the  toronto robotics research cluster at  and part of   
    ",Lahore ,14,Twitter for Android ,nan,pk,Pakistan,31.5656079,74.3141775,0.0,NEUTRAL
EeYuva,EeYuva ,8/17/2019 10:42,"bhyderabad s student genius develops serving robot teaches engineering students
 ","Hyderabad, India ",1,TweetDeck , Robotics,in,India,17.3887859,78.4610647,0.0,NEUTRAL
fjpeced19,Fernando Pcd                                                 ,8/17/2019 10:42," ai animated classics

   ","Perth, Western Australia ",14,Twitter Web App , AI IoT digital Robotics Robot DigitalTransformation future technology TechTrends,au,Australia,-31.9527121,115.8604796,0.0,NEUTRAL
rajasekharv1979,Rajasekhar V ,8/17/2019 10:41, smarter speed takeover of once done by humans     ,"Coimbatore, India ",66,Twitter for Android , robots jobs AI Robotics ArtificialIntelligence,in,India,11.0018115,76.9628425,0.4588,POSITIVE
biami_io,BIAMI.IO - Intelligent Automation ,8/17/2019 10:40,automate your tasks today  ,"London, England ",0,biami.io , automation robotics RPA digital,gb,United Kingdom,51.5073219,-0.1276474,0.0,NEUTRAL
entwistletx,Faun deHenry ,8/17/2019 10:40, realizing through      ,Global ,1,Greetings Twitterverse , innovation robotics,ca,Canada,43.7283874,-79.3491488,0.0,NEUTRAL
fineawkaboy,Your Babe Side Ni$$a ,8/17/2019 10:38, pay my next tuitions and dues and lodge rent get a new system and continues my robotics designs training ,"Lagos, Nigeria ",0,Twitter for Android ,nan,ng,Nigeria,6.4550575,3.3941795,-0.1027,NEGATIVE
jishankhan01,Jishan Ali Khan ,8/17/2019 10:34, china moving ahead talking about temples and mosques will waste our time exnavy chief arun prakash  india news htt    ,Calcutta India ,177,Twitter for iPhone ,nan,in,India,22.5677459,88.3476023,-0.4215,NEGATIVE
ArunovElmar,Elmar Arunov ,8/17/2019 10:34," projected to add  trillion to the global by 

by  via  amp 
   ","Berlin, Deutschland ",123,Twitter for iPhone , AI economy ML,de,Germany,52.5170365,13.3888599,0.0,NEUTRAL
StudioYutani,muthur9000 [Studio Yutani] ,8/17/2019 10:34,thanks sibyl for following me       if you like you should check out my      blog amp      podcast  ,"Fitzroy, Melbourne ",0,IFTTT , Alien AI Robotics Scifi Technology,au,Australia,-37.7789158,144.9829152,0.6597,POSITIVE
GaneshAtkale,Ganesh Atkale ,8/17/2019 10:32," ai animated classics

   ","Pune, India ",14,Twitter for iPhone , AI IoT digital Robotics Robot DigitalTransformation future technology TechTrends,in,India,18.5203062,73.8543185,0.0,NEUTRAL
MDHotline,MD Hotline ,8/17/2019 10:32,bkentucky health system adapts robot for spine surgery  becker s orthopedic amp spine  ,USA ,0,IFTTT , SpinalSurgery,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
shreecreative,Sreehari ,8/17/2019 10:31," projected to add  trillion to the global by 

by  via  amp 
   ",Bangalore ,123,Twitter for iPhone , AI economy ML,in,India,12.9791198,77.5912997,0.0,NEUTRAL
